episode_id,user_id,status,scenario_type,topic,scheduled_at,location,pre_anxiety,pre_crying_risk,pre_speech_block_risk,prep_journaling_10m_intensity,prep_three_messages_intensity,prep_breathing_4_7_8_intensity,prep_roleplay_self_qa_intensity,prep_safe_word_plan_intensity,stress_during,stress_after,crying_level,speech_block_level,expression_score,relationship_impact,partner_reaction,days_after_reflection,would_repeat_preparation,reflection_short
179,19,completed,one_on_one,業務負荷の相談,2025-05-18T08:20:00,coworking,2,4,8,4,,,,,0,0,3,6,2,-3,very_negative,,,
180,5,completed,interview,評価面談,2025-09-26T17:12:00,coworking,9,6,6,7,,,5,,10,8,8,6,6,-2,positive,14,5,ほとんど話せずに終わってしまった。次は準備を変えたい。
181,18,cancelled,client,トラブルの謝罪,2025-12-25T08:15:00,coworking,10,8,3,7,6,8,9,,,,,,,,,,,
182,5,completed,friend,価値観のズレ,2025-11-09T19:42:00,online,7,2,4,8,,8,,,7,7,1,5,2,0,negative,,,
183,5,completed,partner,将来の暮らし,2024-06-06T11:32:00,cafe,7,6,6,,,6,,,6,7,5,0,10,4,unknown,6,9,相手の反応が予想外で混乱した。振り返りが必要。
184,13,completed,interview,評価面談,2025-05-15T18:39:00,park,8,8,10,,10,9,,,10,5,8,10,3,0,unknown,9,9,泣かなかったが本音をあまり出せなかった。
185,28,completed,interview,過去の退職理由,2024-04-26T19:01:00,park,10,7,6,,,10,10,,10,6,4,6,5,1,very_positive,,,
186,5,completed,family,進路の話,2024-12-29T15:30:00,office,7,5,7,,,,9,,10,4,3,10,2,-2,very_negative,,,
187,4,cancelled,other,将来への漠然とした不安,2025-07-29T16:33:00,client_site,2,5,2,,9,7,,,,,,,,,,,,
188,1,completed,one_on_one,人間関係の摩擦,2024-10-05T20:52:00,home,4,6,8,8,,,,,3,4,5,10,1,-3,negative,12,3,ほとんど話せずに終わってしまった。次は準備を変えたい。
189,16,completed,interview,転職理由,2025-11-21T15:40:00,home,5,6,4,,6,7,10,,3,3,4,1,10,1,very_positive,,,
190,29,completed,interview,過去の退職理由,2023-12-11T15:31:00,park,7,8,4,8,10,7,,,7,5,7,4,6,-1,neutral,6,5,少し泣いたけど言いたいことは伝えられた。
191,1,completed,one_on_one,キャリア相談,2024-05-12T18:18:00,coworking,5,3,1,,5,,,,7,5,7,4,3,0,very_positive,1,8,かなりつらかったが、終わってみると少し楽になった。
192,7,completed,interview,過去の退職理由,2025-02-08T17:54:00,home,10,5,6,,7,,5,,10,10,6,2,7,1,positive,6,2,少し泣いたけど言いたいことは伝えられた。
193,13,planned,family,介護の相談,2026-02-15T09:19:00,home,4,5,5,,,8,,,,,,,,,,,,
194,13,completed,partner,別れ話,2025-05-31T22:21:00,cafe,9,4,8,,,,,,10,8,10,10,0,-5,negative,10,8,かなり落ち着いて話せた。準備が効いた感じがある。
195,16,cancelled,one_on_one,評価フィードバック,2024-09-02T14:05:00,cafe,8,2,8,6,7,7,,,,,,,,,,,,
196,4,completed,partner,距離を置きたい,2024-10-11T20:20:00,office,8,10,10,8,7,8,3,,8,7,7,9,0,1,neutral,4,5,ほとんど話せずに終わってしまった。次は準備を変えたい。
197,3,completed,partner,別れ話,2025-10-16T09:17:00,office,10,10,6,7,,,,,10,9,10,7,4,-2,very_positive,12,3,正直、今回はタイミングを間違えたかもしれない。
198,15,completed,one_on_one,業務負荷の相談,2024-10-13T13:52:00,office,4,4,3,,9,,,,7,3,7,5,2,0,negative,13,4,正直、今回はタイミングを間違えたかもしれない。
199,25,completed,partner,将来の暮らし,2024-02-03T15:07:00,home,8,5,5,9,,6,,,8,7,4,4,4,-1,neutral,,,
200,9,completed,one_on_one,キャリア相談,2024-05-24T18:42:00,online,9,4,2,6,6,6,,,10,6,6,3,5,0,negative,,,
201,18,completed,family,家族との距離感,2025-05-26T12:24:00,coworking,8,6,8,3,5,,,10,9,6,7,7,6,-2,negative,,,
202,4,completed,client,トラブルの謝罪,2024-07-26T14:44:00,coworking,6,5,8,,,4,,,9,5,7,10,2,-4,unknown,11,5,正直、今回はタイミングを間違えたかもしれない。
203,5,completed,partner,距離を置きたい,2025-02-06T17:11:00,cafe,5,6,6,,,,,,6,4,6,3,4,1,unknown,,,
204,19,completed,partner,将来の暮らし,2025-05-17T22:39:00,online,10,4,4,,,,2,,10,7,7,3,3,-2,unknown,,,
205,17,completed,partner,将来の暮らし,2025-09-03T15:37:00,office,6,5,6,7,10,9,,,3,1,1,0,6,0,negative,3,7,かなり落ち着いて話せた。準備が効いた感じがある。
206,30,cancelled,other,将来への漠然とした不安,2024-05-04T21:31:00,park,1,4,3,,7,,5,,,,,,,,,,,
207,4,completed,friend,価値観のズレ,2024-12-21T18:45:00,cafe,7,7,9,,,7,,,10,4,7,10,4,-1,neutral,,,
208,18,cancelled,friend,価値観のズレ,2025-05-14T13:43:00,client_site,4,4,5,,,,7,,,,,,,,,,,
209,10,cancelled,client,値上げ交渉,2025-08-03T18:07:00,client_site,9,7,4,,9,8,,,,,,,,,,,,
210,19,completed,family,介護の相談,2024-08-18T10:49:00,online,7,7,6,,,8,,7,6,5,5,5,1,-1,very_positive,12,5,相手の反応が予想外で混乱した。振り返りが必要。
211,2,completed,family,親への近況報告,2025-10-09T14:17:00,office,8,7,4,9,,,3,,8,2,4,2,7,-3,unknown,9,9,正直、今回はタイミングを間違えたかもしれない。
212,29,planned,interview,評価面談,2026-01-15T20:18:00,client_site,3,5,6,6,6,,5,10,,,,,,,,,,
213,3,completed,one_on_one,業務負荷の相談,2025-04-23T16:53:00,park,7,6,5,7,6,,,,4,3,5,3,3,-3,unknown,12,5,かなりつらかったが、終わってみると少し楽になった。
214,1,completed,one_on_one,評価フィードバック,2025-03-10T17:10:00,park,6,5,5,,8,,,,5,7,7,4,0,-3,positive,7,4,ほとんど話せずに終わってしまった。次は準備を変えたい。
215,15,completed,partner,別れ話,2024-08-04T22:37:00,online,8,4,6,,8,,,,7,7,4,6,3,-1,very_positive,10,6,少し泣いたけど言いたいことは伝えられた。
216,12,completed,friend,謝罪,2025-01-30T08:35:00,office,7,9,4,,,6,6,9,10,8,9,8,7,0,very_positive,10,6,正直、今回はタイミングを間違えたかもしれない。
217,25,planned,partner,将来の暮らし,2025-12-26T08:59:00,coworking,8,4,10,,10,6,,5,,,,,,,,,,
218,17,completed,client,納期遅延の相談,2024-07-11T09:30:00,coworking,7,5,8,,,,6,,10,9,5,10,0,0,neutral,,,
219,12,completed,family,進路の話,2025-07-12T16:54:00,office,7,3,8,,,7,,,9,8,9,9,4,-1,very_negative,9,2,かなりつらかったが、終わってみると少し楽になった。
220,22,completed,partner,お金の話,2024-02-22T16:48:00,online,9,5,7,8,10,,,,8,7,3,4,8,-3,very_negative,11,10,かなり落ち着いて話せた。準備が効いた感じがある。
221,7,completed,one_on_one,業務負荷の相談,2025-11-12T17:34:00,coworking,8,5,5,,10,,,,7,6,4,3,4,0,very_positive,13,5,泣かなかったが本音をあまり出せなかった。
222,24,completed,friend,価値観のズレ,2024-10-22T13:57:00,home,4,4,2,,,,,,6,7,4,4,8,1,very_positive,,,
223,1,cancelled,interview,転職理由,2025-11-11T10:31:00,office,9,4,7,9,7,4,8,8,,,,,,,,,,
224,28,completed,family,家族との距離感,2025-07-13T13:41:00,client_site,4,2,5,5,,6,,,5,2,0,10,1,-3,negative,3,7,かなりつらかったが、終わってみると少し楽になった。
225,20,completed,interview,転職理由,2024-01-10T13:36:00,office,5,6,8,,,9,7,10,4,8,3,10,9,-2,negative,5,8,正直、今回はタイミングを間違えたかもしれない。
226,30,planned,partner,お金の話,2026-02-24T17:46:00,cafe,9,7,9,8,6,6,,4,,,,,,,,,,
227,19,completed,interview,転職理由,2025-06-02T21:28:00,client_site,7,9,8,6,,9,8,,6,2,10,8,2,-2,unknown,,,
228,3,cancelled,client,納期遅延の相談,2025-12-14T22:26:00,office,4,5,5,9,7,,10,,,,,,,,,,,
229,5,completed,partner,お金の話,2024-06-20T10:53:00,cafe,7,2,7,5,,,,,6,5,0,8,8,-1,very_negative,2,8,泣かなかったが本音をあまり出せなかった。
230,18,completed,partner,距離を置きたい,2025-02-17T21:16:00,client_site,10,6,4,9,6,6,,5,10,9,4,2,9,0,neutral,,,
231,10,completed,interview,過去の退職理由,2024-10-17T21:54:00,client_site,8,7,10,5,7,6,,,10,2,7,10,0,-5,very_negative,,,
232,16,completed,client,納期遅延の相談,2025-03-14T22:04:00,online,2,8,5,5,,,1,,5,2,10,7,3,1,negative,13,6,相手の反応が予想外で混乱した。振り返りが必要。
233,18,completed,interview,転職理由,2024-01-01T20:42:00,coworking,3,7,9,7,9,,1,,5,3,6,10,6,-1,neutral,10,4,正直、今回はタイミングを間違えたかもしれない。
234,1,completed,interview,キャリアの方向性,2024-09-12T10:57:00,park,8,6,8,,9,8,7,,8,7,6,7,6,-1,very_negative,,,
235,8,completed,interview,過去の退職理由,2025-04-17T09:24:00,home,7,4,8,6,,,,3,7,6,0,9,4,-1,neutral,2,5,ほとんど話せずに終わってしまった。次は準備を変えたい。
236,1,completed,other,セラピーではない雑談,2024-06-21T17:54:00,cafe,1,6,2,6,4,,,,0,0,5,0,5,1,neutral,2,5,相手の反応が予想外で混乱した。振り返りが必要。
237,14,completed,other,セラピーではない雑談,2025-08-09T18:20:00,office,1,2,2,,,5,,1,1,4,1,4,6,0,very_positive,11,4,正直、今回はタイミングを間違えたかもしれない。
238,19,completed,client,値上げ交渉,2025-04-15T14:08:00,home,6,6,5,,4,,3,,7,6,6,5,4,-1,negative,11,3,かなり落ち着いて話せた。準備が効いた感じがある。
239,4,completed,one_on_one,業務負荷の相談,2025-01-23T13:03:00,client_site,6,7,8,,9,3,,,6,2,9,6,1,0,very_negative,11,6,正直、今回はタイミングを間違えたかもしれない。
240,19,completed,one_on_one,業務負荷の相談,2024-12-05T14:12:00,cafe,8,6,5,,6,,,,10,6,10,3,3,-3,very_negative,5,6,相手の反応が予想外で混乱した。振り返りが必要。
241,14,completed,one_on_one,人間関係の摩擦,2025-01-13T12:39:00,coworking,6,4,9,,7,,,,7,3,2,7,2,-2,positive,11,5,相手の反応が予想外で混乱した。振り返りが必要。
242,4,completed,client,トラブルの謝罪,2025-09-08T11:54:00,cafe,3,5,7,,7,,,,4,2,7,10,4,-2,negative,12,7,相手の反応が予想外で混乱した。振り返りが必要。
243,20,completed,interview,転職理由,2024-10-15T17:19:00,park,10,5,5,3,,5,6,,10,6,3,5,1,-5,neutral,,,
244,17,completed,client,値上げ交渉,2025-02-04T11:09:00,online,9,5,6,,,10,,,8,10,4,5,6,-2,very_negative,1,5,ほとんど話せずに終わってしまった。次は準備を変えたい。
245,3,completed,one_on_one,業務負荷の相談,2025-10-30T09:34:00,park,3,5,6,,,,,,2,5,2,3,4,0,negative,12,2,かなりつらかったが、終わってみると少し楽になった。
246,5,completed,other,自己開示の練習,2024-05-11T19:16:00,coworking,7,1,6,,,,,8,9,5,2,7,7,-1,very_positive,7,4,正直、今回はタイミングを間違えたかもしれない。
247,27,completed,partner,お金の話,2024-08-21T10:43:00,coworking,7,5,5,,,,,,8,7,8,6,5,-3,very_positive,10,6,少し泣いたけど言いたいことは伝えられた。
248,1,completed,partner,別れ話,2025-10-18T15:07:00,office,8,10,7,5,9,,,,6,6,10,2,1,-4,negative,3,7,正直、今回はタイミングを間違えたかもしれない。
249,4,planned,family,進路の話,2025-11-28T14:45:00,cafe,5,5,7,8,,,,7,,,,,,,,,,
250,4,completed,one_on_one,業務負荷の相談,2024-04-12T22:35:00,online,9,5,8,,6,9,8,,10,7,0,7,10,-3,neutral,3,8,かなり落ち着いて話せた。準備が効いた感じがある。
251,17,completed,partner,お金の話,2025-06-20T21:59:00,client_site,6,6,8,7,6,,,,7,7,8,9,5,-1,very_negative,,,
252,22,completed,partner,距離を置きたい,2024-07-03T17:00:00,coworking,9,9,10,6,7,8,,7,9,8,4,10,0,-2,positive,6,8,相手の反応が予想外で混乱した。振り返りが必要。
253,4,completed,friend,価値観のズレ,2024-07-02T21:03:00,park,4,3,5,9,6,10,6,,5,0,1,2,9,1,positive,,,
254,4,completed,family,進路の話,2024-11-30T18:06:00,park,6,7,4,,,8,,,5,2,5,0,1,-2,very_positive,2,7,ほとんど話せずに終わってしまった。次は準備を変えたい。
255,30,completed,family,介護の相談,2024-08-09T16:27:00,home,4,1,4,5,,,,7,4,1,1,0,7,0,negative,12,4,泣かなかったが本音をあまり出せなかった。
256,21,cancelled,one_on_one,キャリア相談,2024-07-02T10:05:00,client_site,7,5,8,2,8,,,,,,,,,,,,,
257,29,completed,one_on_one,人間関係の摩擦,2024-10-03T09:08:00,office,8,5,6,,5,5,,,6,7,5,5,6,1,unknown,14,4,かなり落ち着いて話せた。準備が効いた感じがある。
258,9,completed,client,トラブルの謝罪,2024-11-04T08:06:00,client_site,7,4,7,,,5,,,9,6,5,10,2,-4,very_negative,,,
259,2,completed,family,介護の相談,2025-03-02T19:27:00,online,5,5,3,4,,,,,5,0,7,2,2,-5,neutral,12,6,かなりつらかったが、終わってみると少し楽になった。
260,1,completed,partner,お金の話,2024-06-20T10:38:00,cafe,1,9,6,8,8,6,,9,2,0,7,5,6,-2,very_positive,,,
261,3,completed,interview,転職理由,2025-11-21T08:59:00,cafe,9,10,6,,8,,6,,7,10,8,1,1,-2,positive,14,8,相手の反応が予想外で混乱した。振り返りが必要。
262,29,completed,friend,久しぶりの再会,2024-08-06T21:51:00,cafe,7,3,4,,6,,6,,6,7,5,0,6,0,very_positive,13,4,かなり落ち着いて話せた。準備が効いた感じがある。
263,4,completed,other,自己開示の練習,2025-02-15T08:25:00,park,5,5,4,,,,,,5,2,3,7,6,-2,positive,11,7,正直、今回はタイミングを間違えたかもしれない。
264,11,planned,one_on_one,業務負荷の相談,2026-02-06T18:25:00,park,8,5,6,6,4,,5,,,,,,,,,,,
265,1,completed,friend,謝罪,2024-08-02T21:49:00,home,4,4,4,5,9,6,,,4,4,0,0,5,-3,negative,5,3,かなりつらかったが、終わってみると少し楽になった。
266,20,planned,friend,価値観のズレ,2025-11-29T14:33:00,client_site,3,6,5,5,,10,,,,,,,,,,,,
267,10,completed,partner,別れ話,2024-08-25T17:31:00,client_site,9,3,8,10,6,7,,6,10,9,1,3,1,0,neutral,2,4,泣かなかったが本音をあまり出せなかった。
268,2,completed,one_on_one,業務負荷の相談,2024-10-04T12:31:00,online,7,7,8,10,4,,5,,10,1,5,9,1,-3,very_negative,8,2,正直、今回はタイミングを間違えたかもしれない。
269,5,completed,one_on_one,業務負荷の相談,2024-02-28T20:39:00,client_site,3,8,5,,8,7,,,4,1,7,7,3,-1,neutral,,,
270,6,completed,interview,キャリアの方向性,2023-12-18T12:50:00,office,2,5,3,8,4,7,,,2,0,4,3,5,0,very_positive,7,6,かなりつらかったが、終わってみると少し楽になった。
271,2,completed,family,介護の相談,2024-06-01T08:45:00,online,6,6,6,,6,6,,,6,3,8,6,4,-4,very_positive,10,2,かなりつらかったが、終わってみると少し楽になった。
272,2,completed,friend,価値観のズレ,2024-10-05T17:26:00,cafe,4,2,6,,,,7,,3,8,6,6,0,-2,very_negative,6,6,正直、今回はタイミングを間違えたかもしれない。
273,6,completed,interview,転職理由,2024-10-01T09:25:00,client_site,6,8,9,5,,,8,,7,10,7,10,2,-2,negative,1,5,少し泣いたけど言いたいことは伝えられた。
274,14,planned,one_on_one,人間関係の摩擦,2026-01-17T14:34:00,online,6,5,5,8,,,,,,,,,,,,,,
275,1,completed,partner,お金の話,2025-02-26T08:14:00,client_site,4,5,10,9,8,,,,4,1,5,10,0,0,neutral,9,6,かなりつらかったが、終わってみると少し楽になった。
276,15,completed,partner,将来の暮らし,2025-07-23T10:47:00,online,10,10,5,,7,,,2,10,6,6,8,5,-5,neutral,8,8,相手の反応が予想外で混乱した。振り返りが必要。
277,4,completed,friend,価値観のズレ,2024-01-16T12:58:00,cafe,4,5,2,,10,,,,4,2,5,1,8,-4,very_negative,8,7,少し泣いたけど言いたいことは伝えられた。
278,22,completed,partner,お金の話,2024-02-11T20:38:00,coworking,9,8,8,10,6,,,,8,6,7,7,8,0,positive,7,5,かなりつらかったが、終わってみると少し楽になった。
279,12,planned,partner,別れ話,2026-02-20T14:56:00,coworking,10,4,10,,7,,,,,,,,,,,,,
280,3,completed,one_on_one,人間関係の摩擦,2024-06-06T11:08:00,park,7,7,7,,5,6,,,5,5,6,7,5,-3,very_positive,4,4,少し泣いたけど言いたいことは伝えられた。
281,4,completed,family,家族との距離感,2025-08-04T19:21:00,park,4,7,4,8,1,,,9,1,3,6,0,3,0,very_negative,1,5,少し泣いたけど言いたいことは伝えられた。
282,2,completed,one_on_one,業務負荷の相談,2024-01-12T08:12:00,office,6,5,7,8,6,7,,,7,3,5,5,5,-2,negative,,,
283,12,completed,one_on_one,評価フィードバック,2024-03-29T10:56:00,office,7,6,7,,,6,,,7,7,2,10,0,-1,very_positive,11,4,泣かなかったが本音をあまり出せなかった。
284,1,completed,partner,距離を置きたい,2024-12-16T15:33:00,cafe,6,5,2,8,,,9,6,7,6,3,3,6,-2,very_positive,,,
285,3,completed,partner,お金の話,2025-07-18T08:29:00,coworking,5,7,3,9,8,,8,,3,0,5,1,7,0,very_positive,6,6,正直、今回はタイミングを間違えたかもしれない。
286,15,cancelled,one_on_one,キャリア相談,2026-01-07T19:47:00,coworking,9,7,6,,5,,,,,,,,,,,,,
287,3,completed,friend,疎遠になっている理由,2024-07-25T16:37:00,park,6,0,5,10,,9,,10,9,3,2,3,4,-3,neutral,,,
288,19,completed,family,介護の相談,2024-10-27T17:01:00,coworking,7,7,4,,,,,,8,7,6,3,4,-2,very_positive,1,6,少し泣いたけど言いたいことは伝えられた。
289,2,completed,interview,評価面談,2024-09-14T11:14:00,home,5,7,7,9,10,9,,,7,4,7,3,7,-3,unknown,9,5,かなりつらかったが、終わってみると少し楽になった。
290,15,completed,one_on_one,評価フィードバック,2024-04-23T15:04:00,park,7,3,9,,,,,,6,6,1,9,8,-1,unknown,10,6,少し泣いたけど言いたいことは伝えられた。
291,4,completed,other,自己開示の練習,2024-05-08T12:56:00,client_site,5,3,4,,,3,,,6,5,4,5,1,-4,negative,7,6,少し泣いたけど言いたいことは伝えられた。
292,3,completed,friend,価値観のズレ,2024-10-28T18:47:00,cafe,3,6,5,8,,7,8,,4,4,6,5,3,-2,very_positive,4,6,相手の反応が予想外で混乱した。振り返りが必要。
293,15,completed,client,トラブルの謝罪,2025-01-01T19:19:00,cafe,10,6,6,,3,9,7,,10,6,6,4,6,0,very_positive,9,3,泣かなかったが本音をあまり出せなかった。
294,4,completed,one_on_one,キャリア相談,2024-07-04T09:22:00,home,4,4,7,,8,4,7,,6,4,6,10,4,1,neutral,,,
295,15,cancelled,family,進路の話,2024-11-03T10:40:00,park,10,3,9,6,,,,9,,,,,,,,,,
296,11,completed,client,契約更新,2024-07-28T19:27:00,park,7,6,5,,7,,,,8,5,7,2,6,-4,neutral,,,
297,4,completed,interview,転職理由,2025-10-09T11:51:00,client_site,8,10,6,,7,,,,5,6,9,6,1,-1,very_positive,7,6,かなり落ち着いて話せた。準備が効いた感じがある。
298,9,completed,other,自己開示の練習,2024-09-02T21:50:00,cafe,6,6,4,5,,,8,,7,0,5,4,4,-3,negative,7,3,かなり落ち着いて話せた。準備が効いた感じがある。
299,2,completed,partner,お金の話,2024-06-10T08:00:00,park,6,6,4,,,5,1,,5,6,7,3,9,-1,neutral,12,4,少し泣いたけど言いたいことは伝えられた。
300,13,cancelled,other,将来への漠然とした不安,2024-08-07T11:30:00,online,3,6,7,8,,7,,,,,,,,,,,,
301,16,completed,one_on_one,評価フィードバック,2025-05-12T22:12:00,cafe,9,2,7,,,,,,10,4,2,9,2,-5,very_positive,8,6,かなりつらかったが、終わってみると少し楽になった。
302,5,planned,one_on_one,業務負荷の相談,2025-12-18T14:10:00,office,6,5,4,9,,6,7,,,,,,,,,,,
303,12,completed,family,進路の話,2024-02-18T12:05:00,cafe,4,5,5,4,7,10,1,3,4,0,3,4,8,0,positive,6,5,かなり落ち着いて話せた。準備が効いた感じがある。
304,21,cancelled,other,将来への漠然とした不安,2025-01-10T14:39:00,online,8,1,9,,1,,,,,,,,,,,,,
305,13,cancelled,partner,別れ話,2025-10-05T11:00:00,client_site,7,7,6,10,8,5,,,,,,,,,,,,
